symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
ETSY,87.03,7.40466,4500892.0,2971309.0,7987765248.0,1.5147842247305816,0.9842767295597484,0.8742138364779874,0.89937106918239,0.8333333333333334,0.9136792452830188,0.768530808887197,1.0512720349256643
FCFS,236.43,4.9493933,868918.0,458293.0,10254394368.0,1.8959879378476212,0.9465408805031448,0.9276729559748428,0.9528301886792452,0.9905660377358492,0.9455974842767296,0.8731034748074537,1.0143138726818912
FIVE,262.72,4.9872103,1701319.0,1241525.0,14527195136.0,1.370346146875818,0.949685534591195,0.8333333333333334,0.9622641509433962,0.9622641509433962,0.9127358490566037,0.8246552560109999,1.0097724183477341
SA,33.03,9.51591,1296448.0,805095.0,3562986240.0,1.610304374017973,0.9937106918238994,0.8867924528301887,0.8050314465408805,0.8742138364779874,0.9066037735849056,0.8182067428099283,1.007320648891259
LIFE,36.72,7.494149,2614965.0,832306.0,3519188224.0,3.141831249564463,0.9874213836477987,0.9937106918238994,0.7704402515723271,0.889937106918239,0.9364779874213838,0.8736531623599377,1.0041942376038988
MZTI,115.76,3.6997266,524631.0,325450.0,3174414848.0,1.6120172069442311,0.8742138364779874,0.8930817610062893,0.8679245283018868,0.9842767295597484,0.890566037735849,0.7973008000497995,1.0037711313094422
GENB,17.72,9.925548,2473995.0,814290.0,2274405120.0,3.0382234830343,0.9968553459119496,0.9905660377358492,0.6745283018867925,0.8050314465408805,0.9110062893081762,0.835753636368443,1.0005239795419414
BMA,76.65,5.23065,469287.0,295348.0,4900926976.0,1.588928992239663,0.9654088050314464,0.8836477987421384,0.8459119496855346,0.9716981132075472,0.9135220125786164,0.8425651443082697,0.998868651466466
EZPW,35.05,8.783358,2688401.0,1054659.0,2153590272.0,2.549071311201061,0.9905660377358492,0.981132075471698,0.7955974842767296,0.8522012578616353,0.9344339622641512,0.9046908307899354,0.9836552661582683
DDS,642.63,3.37822,177961.0,132530.0,10035985408.0,1.342797857088961,0.8301886792452831,0.8238993710691824,0.9874213836477987,1.0,0.8764150943396226,0.8145168736571644,0.9762044399809673
AGCO,110.13,3.10832,1531490.0,795206.0,7712593920.0,1.9259034765834264,0.7704402515723271,0.9339622641509434,0.8144654088050315,0.9465408805031448,0.8540880503144656,0.795933714352161,0.9635761728183219
EXPE,339.125,5.4394784,1499297.0,1582764.0,40701558784.0,0.9472650376177372,0.9685534591194968,0.5754716981132075,0.981132075471698,0.9654088050314464,0.8331761006289309,0.7621407709251684,0.9631905497566171
