symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
TEAM,149.16,35.390766,16720073.0,4959923.0,37852012544.0,3.371034792273993,0.9975728155339806,0.9854368932038836,0.9878640776699028,0.7475728155339806,0.9663834951456312,0.8720401759750843,1.037285195196978
ROAD,120.885,20.69189,1509888.0,886657.0,6834202624.0,1.7028997684561222,0.9878640776699028,0.9077669902912622,0.9660194174757282,0.9344660194174758,0.950121359223301,0.8940356160027829,1.006427295335125
COHR,378.5,13.248758,9117326.0,5620564.0,74049486848.0,1.6221372090060713,0.9393203883495146,0.8907766990291263,0.9902912621359224,0.8567961165048543,0.9242718446601942,0.8576867761453706,1.0009525803261963
CVSA,140.93,13.415411,500900.0,340008.0,4795972608.0,1.4732006305733982,0.941747572815534,0.8689320388349514,0.9611650485436892,0.9757281553398058,0.9235436893203884,0.8602208959967033,0.998577968307258
TWLO,240.53,24.49793,6284012.0,2291825.0,36506165248.0,2.7419248851897504,0.9927184466019418,0.9733009708737864,0.9951456310679612,0.9174757281553398,0.9788834951456312,0.9720944100034132,0.9929337361453012
ICUI,182.165,9.493898,673897.0,313620.0,4552955904.0,2.1487692111472483,0.8592233009708737,0.9514563106796116,0.9490291262135924,0.983009708737864,0.9218446601941748,0.8708887216834771,0.99017746754576
HALO,101.83,18.738338,6094073.0,1899537.0,12078361600.0,3.2081886270180577,0.983009708737864,0.9805825242718448,0.9538834951456312,0.8252427184466019,0.9605582524271844,0.946119593288245,0.9879095881770517
NTRA,319.82,20.50162,2738215.0,1481516.0,45803143168.0,1.848252060726985,0.9854368932038836,0.9223300970873788,0.9975728155339806,0.9563106796116504,0.9628640776699028,0.9555350551605272,0.985267074750062
ABNB,175.62,15.8137665,12605026.0,3797249.0,104231329792.0,3.3195152595997786,0.9684466019417476,0.983009708737864,0.970873786407767,0.8009708737864077,0.9572815533980582,0.9516079661594792,0.9816218295276833
AXTI,87.885,16.914997,15910135.0,9705472.0,5749716480.0,1.6392953377228845,0.9757281553398058,0.8956310679611651,0.924757281553398,0.5631067961165048,0.8962378640776699,0.8437428480180299,0.9792273533919473
FLR,56.96,16.841022,5908686.0,2717759.0,7955596800.0,2.1741022658742,0.9733009708737864,0.9538834951456312,0.8567961165048543,0.7063106796116505,0.916504854368932,0.8928614165421199,0.9714926889926079
ONTO,304.755,13.418307,1745439.0,1317676.0,15159601152.0,1.32463443213658,0.9441747572815534,0.8276699029126213,0.9854368932038836,0.9660194174757282,0.9138349514563108,0.8935526603500549,0.9682667179196063
