symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
ANDG,50.32,11.7725,3237318.0,366985.0,5685579264.0,8.821390520048503,0.9934640522875816,0.9836601307189542,0.8986928104575164,0.9705882352941176,0.9687908496732026,0.895997001615511,1.025017127770005
Q,133.52,5.93463,3915513.0,1941108.0,27950970880.0,2.0171536050544328,0.9019607843137256,0.8921568627450981,0.9509803921568628,0.9281045751633988,0.9109477124183006,0.8360087073828796,1.000293368478357
AU,115.14,6.08071,5237992.0,3025748.0,58234269696.0,1.7311395397105112,0.9084967320261438,0.8562091503267973,0.934640522875817,0.8954248366013072,0.8941176470588236,0.8133039005670736,0.996741203286476
TEM,66.65,8.816329,19965934.0,6171991.0,12025976832.0,3.2349259744545966,0.9803921568627452,0.9575163398692812,0.9019607843137256,0.7091503267973857,0.9295751633986928,0.8822963713517697,0.9915806149600902
AGCO,104.02,4.5217,1351934.0,779483.0,7284700160.0,1.734398312727795,0.8464052287581699,0.8594771241830066,0.8839869281045751,0.9673202614379084,0.8705882352941177,0.7851934961115333,0.9896722674951406
NDSN,334.7,7.9956107,1221030.0,398127.0,18648797184.0,3.066935927480427,0.9575163398692812,0.9477124183006536,0.9836601307189542,0.9934640522875816,0.962908496732026,0.9473429515413292,0.9896696180826355
MSTR,112.39,7.8081527,46401256.0,20962716.0,44650487808.0,2.213513554255088,0.9509803921568628,0.915032679738562,0.954248366013072,0.6045751633986928,0.9044117647058822,0.848609961813069,0.9850842395511007
DE,620.94,6.94246,2840348.0,1285058.0,167720419328.0,2.2102877846758666,0.934640522875817,0.9117647058823528,0.9934640522875816,0.9869281045751634,0.943627450980392,0.919246498477598,0.9850751045344308
COIN,172.35,7.5842752,17454036.0,8068469.0,45472296960.0,2.163240138866494,0.9477124183006536,0.9052287581699346,0.9673202614379084,0.826797385620915,0.924673202614379,0.8873524590083844,0.9833658683290563
LB,87.03,5.87592,697992.0,352498.0,6751983616.0,1.9801303837184887,0.8986928104575164,0.8888888888888888,0.8921568627450981,0.9836601307189542,0.9024509803921568,0.8689502398740337,0.9705020488417031
GRAL,77.97,5.4218526,1342687.0,715687.0,3482626048.0,1.8760813036984043,0.8758169934640523,0.8856209150326797,0.8627450980392157,0.9509803921568628,0.8841503267973856,0.8465955157654639,0.9642550653309431
ILMN,213.24,4.019515,3248835.0,1942303.0,32199241728.0,1.672671565662,0.8202614379084967,0.8496732026143791,0.9575163398692812,0.954248366013072,0.8714052287581698,0.8258625045033038,0.9632754391571372
