symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
ANDG,50.285,11.6948,2206123.0,366985.0,5681624576.0,6.011480033243865,0.9914163090128756,0.9785407725321889,0.8669527896995708,0.9484978540772532,0.957725321888412,0.8838322595470451,1.020665311584745
DE,618.55,6.530834,2089120.0,1285058.0,167074856960.0,1.6257009411248364,0.9399141630901288,0.9184549356223176,0.9914163090128756,0.9785407725321889,0.9465665236051504,0.90674204648624,0.9952434638651332
TEM,67.065,9.493881,15737002.0,6171991.0,12100856832.0,2.549744806821656,0.9828326180257512,0.96137339055794,0.8884120171673819,0.6738197424892703,0.9255364806866953,0.8771849274835936,0.9903288787493273
COIN,172.765,7.8433228,12478253.0,8068469.0,45581787136.0,1.5465453235303996,0.9699570815450644,0.9012875536480688,0.96137339055794,0.7854077253218884,0.9257510729613732,0.8834511323725948,0.9868157064792115
MSTR,111.86,7.299761,33910754.0,20962716.0,44439928832.0,1.6176698668245089,0.965665236051502,0.9141630901287554,0.9227467811158798,0.5836909871244635,0.9008583690987124,0.8448892235103055,0.9835513643754102
NDSN,330.325,6.5843287,687393.0,398127.0,18405031936.0,1.7265671506830735,0.9484978540772532,0.9227467811158798,0.9871244635193132,0.9871244635193132,0.9510729613733904,0.9393848634454112,0.9817576251732639
CRCL,83.95,6.820207,16990949.0,13259788.0,22884274176.0,1.281389189631086,0.96137339055794,0.8755364806866953,0.871244635193133,0.6008583690987125,0.8772532188841202,0.8111943722170876,0.9793436366611261
GRAL,78.505,6.145211,857256.0,715687.0,3506522368.0,1.1978085392077822,0.927038626609442,0.8497854077253219,0.8626609442060086,0.927038626609442,0.8871244635193132,0.8417257907289964,0.9705298459698605
LB,87.59,6.557177,420346.0,352498.0,6795429376.0,1.1924776878166683,0.944206008583691,0.8454935622317596,0.8755364806866953,0.9742489270386266,0.8989270386266095,0.8633298420457769,0.9700797397004515
FRHC,168.53,5.893814,192940.0,164982.0,10750135296.0,1.1694609108872482,0.9184549356223176,0.8326180257510729,0.944206008583691,0.9957081545064378,0.9012875536480688,0.8798195766855229,0.9628439923747161
AU,114.625,5.606227,2790380.0,3025748.0,57973800960.0,0.9222116316362104,0.9055793991416308,0.7854077253218884,0.8927038626609443,0.8412017167381974,0.8545064377682403,0.8042248289119608,0.9585141343947154
ILMN,214.43,4.5999966,1871000.0,1942303.0,32378929152.0,0.9632894558675964,0.8497854077253219,0.7939914163090128,0.9484978540772532,0.9313304721030042,0.8581545064377681,0.819439681449682,0.9526999956027988
