symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
DKS,129.66,4.30376,14171731.0,1985550.0,11604898816.0,7.137433456724837,0.8922155688622755,0.994011976047904,0.8712574850299402,0.874251497005988,0.9218562874251496,0.7639391725192185,1.0642852698991878
SMTC,140.8,10.414058,10110045.0,3398711.0,13115684864.0,2.974670397100548,0.9880239520958084,0.9820359281437124,0.9491017964071856,0.8293413173652695,0.9622754491017964,0.8373273336252911,1.055748996904525
URBN,82.95,9.461597,3578376.0,1099446.0,7103429632.0,3.254708280352105,0.9850299401197604,0.9850299401197604,0.9041916167664672,0.8862275449101796,0.9589820359281436,0.8585548104609729,1.0379772230633417
ANF,147.75,35.6749,17199199.0,1234071.0,6564785664.0,13.936960677303007,1.0,0.997005988023952,0.994011976047904,0.9101796407185628,0.9887724550898204,0.9578300107919232,1.0105385948487464
BHVN,16.95,17.872,15739050.0,2867128.0,2560192000.0,5.489482855317237,0.997005988023952,0.9880239520958084,0.7350299401197605,0.5808383233532934,0.8998502994011977,0.809972143448978,1.0054074009601948
LECO,290.12,3.558808,742717.0,407033.0,15813210112.0,1.824709544434972,0.8143712574850299,0.9311377245508982,0.937125748502994,0.9700598802395208,0.8953592814371257,0.8047798362347258,1.0039555568909837
NBTX,44.5,7.203088,240405.0,114246.0,2260758528.0,2.104274985557481,0.9700598802395208,0.9550898203592816,0.7664670658682635,0.9520958083832336,0.9223053892215568,0.8514577853525722,1.0027564036188814
WSO,314.39,4.00278,450500.0,440157.0,12969277440.0,1.0234984335134962,0.8652694610778443,0.7035928143712575,0.9461077844311376,0.9730538922155688,0.83562874251497,0.7156612329949319,1.0016302215432358
SJM,130.9,4.34436,2859656.0,1498957.0,13990681600.0,1.9077638651408944,0.8952095808383234,0.940119760479042,0.8772455089820359,0.8922155688622755,0.9070359281437124,0.8309448587808959,0.9993038357568029
TTMI,121.7,8.370431,3813355.0,2961695.0,12820956160.0,1.2875583069829946,0.9790419161676648,0.8263473053892215,0.9311377245508982,0.8263473053892215,0.900748502994012,0.8281390759925072,0.9942131603870883
UI,596.8,3.6489,183629.0,120153.0,36123336704.0,1.528293092973126,0.8293413173652695,0.8772455089820359,0.9760479041916168,1.0,0.8925149700598802,0.819776739023816,0.990622144072767
VCTR,120.64,4.595113,1138870.0,524474.0,7420514816.0,2.1714517783531693,0.9131736526946108,0.9640718562874252,0.8682634730538922,0.940119760479042,0.9247005988023952,0.8755489157055543,0.9904193668257357
