symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore
TSEM,255.49,11.23738,4631174.0,2167962.0,28878352384.0,2.1361878114099784,0.9737470167064439,0.9594272076372315,0.9761336515513126,0.8878281622911695,0.9606205250596659
GS,1140.0,8.99599,3237929.0,2084821.0,336308469760.0,1.5530968845766615,0.9594272076372315,0.9236276849642004,1.0,0.9737470167064439,0.9564439140811455
CAMT,149.9,9.592042,686811.0,493291.0,6993811968.0,1.3923039341889474,0.9618138424821002,0.8782816229116945,0.9343675417661098,0.9570405727923628,0.9266109785202863
ENLT,90.25,8.813598,303464.0,230167.0,12617629696.0,1.3184513852985007,0.9522673031026253,0.8496420047732697,0.883054892601432,0.9689737470167065,0.9041766109785203
SEZL,182.39,13.815912,742179.0,688970.0,6133232128.0,1.0772297777842286,0.9904534606205251,0.7565632458233891,0.9689737470167065,0.9498806682577565,0.9002386634844869
CELC,111.05,6.9948955,2061902.0,1385173.0,5415496192.0,1.488551971486594,0.9093078758949881,0.9021479713603818,0.8806682577565632,0.8568019093078759,0.8958233890214796
VCTR,97.7,6.2187357,776985.0,484955.0,6109288448.0,1.602179583672712,0.8711217183770883,0.9260143198090692,0.847255369928401,0.9331742243436754,0.891766109785203
OKTA,154.62,10.814877,4517498.0,3873263.0,26874093568.0,1.1663287517527212,0.9689737470167065,0.7899761336515513,0.9451073985680191,0.7756563245823389,0.8822195704057278
BELFB,279.39,6.1270247,346043.0,295155.0,3973682432.0,1.1724111060290356,0.8591885441527446,0.7923627684964201,0.9498806682577565,0.9856801909307876,0.8665871121718377
SYRE,98.95,5.5691814,2440728.0,1410011.0,8592942080.0,1.7309992617078873,0.8257756563245824,0.9355608591885441,0.8233890214797136,0.8496420047732697,0.866109785202864
MDA,33.89,7.68986,2717529.0,1309596.0,4707969536.0,2.0750895696077265,0.9284009546539379,0.9570405727923628,0.639618138424821,0.7016706443914081,0.8579952267303101
BELFA,234.86,6.266688,146991.0,137465.0,2988055040.0,1.0692976393991198,0.8758949880668258,0.7517899761336515,0.9427207637231504,0.9952267303102625,0.8577565632458234
WFG,71.19,6.15867,246717.0,183880.0,5574449664.0,1.3417283010659125,0.8663484486873508,0.8591885441527446,0.7768496420047732,0.964200477326969,0.8557279236276849
