ticker,price,ma50,appearances,avg_HotScore,rule_score
AAOI,132.6999969482422,77.18720001220703,1,0.8970566094918677,4
ASML,1421.050048828125,1391.2406811523438,1,0.8743847662851056,3
AXTI,53.18000030517578,38.56560012817383,1,0.8864382227073404,3
BELFA,213.9900054931641,197.9431997680664,1,0.9030333192453404,4
FUTU,157.13999938964844,148.19899963378907,1,0.9356676726968858,4
HUT,61.43000030517578,52.59459999084473,1,0.9074828816114576,4
MPWR,1312.93994140625,1127.9567907714843,1,0.8702438770984251,3
MT,60.040000915527344,57.35662796020508,1,0.8772298471363046,3
RPM,108.72000122070312,106.94260055541992,1,0.8979001290295439,4
TER,358.2900085449219,300.5240859985352,1,0.8897119833698798,3
