ticker,price,ma50,appearances,avg_HotScore,rule_score
AAOI,117.63999938964844,75.23100006103516,1,0.9215724402409184,3
ALHC,21.65999984741211,19.489599990844727,1,0.9410413608131,4
CAR,255.1499938964844,117.83760025024414,1,0.99173134293243,4
CVS,78.22000122070312,75.73959991455078,1,0.9160570534537926,3
ELVN,43.15999984741211,30.046200141906738,1,0.9548333333333332,4
FRPT,63.040000915527344,71.13319999694824,1,0.9183333333333332,1
HUM,197.1499938964844,181.8908825683594,1,0.966562582345191,4
KOD,41.790000915527344,26.73320011138916,1,0.8926666666666666,3
ORKA,60.59999847412109,37.585399856567385,1,0.9184922124976472,3
UNH,307.7300109863281,282.1207531738281,1,0.9650983907396952,4
