ticker,price,ma50,appearances,avg_HotScore,rule_score
ALK,45.255001068115234,45.12730003356933,1,0.8760937923399392,3
ALV,119.74500274658205,112.20527893066406,1,0.9413807557396476,4
CAR,488.4599914550781,158.52760025024415,1,0.9356100217864924,4
DAVE,254.5200042724609,193.70140045166016,1,0.8784104422943364,3
MAAS,10.119999885559082,6.011740007400513,1,0.8976229475327214,3
MSTR,164.60000610351562,133.56239974975583,1,0.9249433403114152,4
RCL,286.2250061035156,292.01424682617187,1,0.9338193998833824,2
RH,140.25999450683594,153.9376007080078,1,0.8900007818075504,1
ROAD,125.3499984741211,121.47349990844728,1,0.924693183933273,4
VICR,218.5800018310547,175.71200073242187,1,0.8875245935482257,3
