ticker,price,ma50,appearances,avg_HotScore,rule_score
AGX,513.97998046875,421.9506726074219,1,0.9953947368421052,4
CAR,135.55999755859375,110.76439987182616,1,0.9618421052631578,4
ETR,111.05999755859376,101.60689025878906,1,0.9629934210526314,4
GSAT,61.81999969482422,60.48200004577637,1,0.9324013157894736,3
INSM,153.32000732421875,150.22020080566406,1,0.934068171443832,3
MEOH,62.470001220703125,51.01070137023926,1,0.9628289473684212,4
MRX,43.5,39.38134231567383,1,0.9292763157894736,3
SQM,80.91999816894531,76.08040008544921,1,0.9504934210526316,3
TWO-PB,24.760099411010746,24.3263219833374,1,0.9144736842105264,3
UTHR,588.3599853515625,498.2461981201172,1,0.9938040269891466,4
