ticker,price,ma50,appearances,avg_HotScore,rule_score
AEHR,68.86000061035156,36.39619987487793,1,0.9212199066065044,4
AXTI,63.119998931884766,39.48400009155274,1,0.9019820623557736,3
BF-A,30.399999618530277,27.20983711242676,1,0.9216040958824464,4
BF-B,30.309999465942383,26.817889289855955,1,0.8856363435487147,3
CAR,297.0799865722656,124.31820022583008,1,0.9223147583972324,4
CROX,101.9499969482422,86.41980010986327,1,0.8734092438280583,3
DBD,84.51000213623047,75.98759979248047,1,0.8988021598266445,3
MYRG,315.0299987792969,271.18520111083984,1,0.8919600407873602,3
STZ,163.07000732421875,154.77940032958983,1,0.9318690699876266,4
YSS,36.0099983215332,0.0,1,0.929807521141284,4
