ticker,price,ma50,appearances,avg_HotScore,rule_score
BOOT,149.02999877929688,175.7802005004883,1,0.9356353988925624,2
CAR,212.6000061035156,115.16820037841796,1,0.9401047543626132,4
DIOD,73.62000274658203,65.68839996337891,1,0.911903482149167,4
EHC,105.1500015258789,102.1174299621582,1,0.8962641698362332,4
ORKA,56.369998931884766,37.06119987487793,1,0.8897985632088945,3
SBAC,212.4199981689453,187.05083435058597,1,0.8783209891081473,3
SLNO,52.25,38.15830024719239,1,0.9707336401605992,4
STX,453.2999877929688,402.62622131347655,1,0.8843861861432529,3
VRSN,274.510009765625,236.5275244140625,1,0.8792126716027339,3
WING,164.8300018310547,226.8957159423828,1,0.8930918557738309,1
