ticker,price,ma50,appearances,avg_HotScore,rule_score
AGIO,33.83000183105469,28.448600082397466,1,0.9332756359111164,4
ALKS,35.36000061035156,31.329000129699708,1,0.9155243391679694,3
APLS,40.22999954223633,21.08899974822998,1,0.9578964301145284,4
CNTA,39.720001220703125,26.25580001831055,1,0.9573936551205476,4
FDS,216.9900054931641,219.92425384521485,1,0.8936141304347825,1
KOD,38.119998931884766,25.59360004425049,1,0.9113297449395474,3
MRVL,99.0500030517578,83.9188005065918,1,0.8998773080040001,3
PRAX,322.19000244140625,313.77399963378906,1,0.915859914338885,4
RYTM,86.97000122070312,95.84239990234374,1,0.9229450654694288,2
SRRK,49.15999984741211,45.08119995117188,1,0.9138938421011724,3
