ticker,price,ma50,appearances,avg_HotScore,rule_score
BNTX,86.87000274658203,104.84100006103516,1,0.9638235294117647,2
CF,126.45999908447266,101.26851974487305,1,0.9544117647058824,4
CZR,26.350000381469727,23.510000076293945,1,0.9048529411764706,3
DOCN,85.0,62.29880027770996,1,0.9394117647058824,4
MEOH,57.59000015258789,49.81793807983399,1,0.9067647058823528,3
NBIS,113.6999969482422,99.90200088500976,1,0.9570588235294116,4
ORCL,147.6199951171875,160.77219848632814,1,0.9361764705882354,1
PI,102.49500274658205,129.0065997314453,1,0.9222058823529412,1
UNF,264.07501220703125,231.99100036621093,1,0.971764705882353,4
YPF,42.06999969482422,37.5205997467041,1,0.9148529411764706,3
