ticker,price,ma50,appearances,avg_HotScore,rule_score
BBIO,71.38999938964844,73.30650016784668,1,0.9471024092129434,1
BNTX,90.83999633789062,106.15179977416992,1,0.9598561679869948,2
CF,120.12999725341795,92.755977935791,1,0.94028949945952,3
DNTH,85.83999633789062,50.80359970092773,1,0.9609211618623712,4
FIGR,38.08000183105469,45.74110019683838,1,0.958246564575385,1
MAZE,50.43999862670898,44.276300201416014,1,0.9673104776035044,4
NBIS,111.99500274658205,95.4351008605957,1,0.95478442537398,3
ORCL,163.1199951171875,168.00176208496094,1,0.9408862662771376,1
UNF,274.8900146484375,219.2176058959961,1,0.9819009395953474,4
VRTX,492.3800048828125,468.79499877929686,1,0.9634471704111912,4
