ticker,price,ma50,appearances,avg_HotScore,rule_score
DAWN,21.32999992370605,11.29559995651245,1,0.9637010676156584,4
DNTH,79.2300033569336,49.04799987792969,1,0.960094936795362,4
ESLT,902.5800170898438,710.4723999023438,1,0.9693950177935944,4
GSIW,33.209999084472656,26.690999889373774,1,0.9840842441449942,4
GWRE,163.3000030517578,156.44259948730468,1,0.9334519572953736,3
IOT,34.15999984741211,30.548799743652346,1,0.9411032028469752,3
MRVL,92.6500015258789,81.71414321899414,1,0.958540925266904,3
UTHR,529.1699829101562,485.0103979492188,1,0.9341048229752668,3
VRT,264.3500061035156,203.81299865722656,1,0.9529602883046572,3
XENE,62.7599983215332,42.77690002441406,1,0.980094135785412,4
