symbol,HotScore,TrendScore,regularMarketPrice,VolatilityScore
DPC,0.982843137254902,1.0,45.785,0.9142156862745098
AYI,0.9817401960784312,0.965686274509804,363.66,0.9901960784313726
LGND,0.9811868686868688,0.98989898989899,279.44,0.941919191919192
FRHC,0.9794052863436122,0.9911894273127754,157.11,0.9669603524229076
ABVX,0.9726164079822616,0.8004434589800443,133.26,0.9822616407982262
QURE,0.9718934911242604,0.7899408284023669,48.16,0.9644970414201184
AVAV,0.9713968957871396,0.8492239467849224,165.07,0.9556541019955654
IMOS,0.965511307018079,0.9729119638826184,72.53,0.8963963963963963
ASND,0.9648648648648648,0.9287469287469288,260.47,0.9631449631449632
KYMR,0.964093137254902,0.875,113.56,0.9215686274509804
TLN,0.962994350282486,0.9887005649717514,414.095,0.9887005649717514
AMBA,0.9610478359908884,0.7835990888382688,86.4897,0.929384965831435
GPC,0.9610151187904968,0.8358531317494601,132.57,0.9287257019438444
GH,0.9605726872246696,0.8370044052863436,170.77,0.9537444933920703
HONA,0.9582073434125268,0.8747300215982722,247.15,0.9481641468682506
OC,0.957535885167464,0.8708133971291866,156.05,0.9066985645933014
META,0.954892601431981,0.7517899761336515,621.46,0.9904534606205252
NTRA,0.9514861995753716,0.8853503184713376,259.97,0.9745222929936306
AMAT,0.9478632478632478,0.7713675213675214,668.0,0.9957264957264956
KBH,0.9477707006369426,0.732484076433121,61.51,0.8874734607218684
ICLR,0.9466029723991508,0.861995753715499,158.17,0.954352441613588
BELFB,0.946055979643766,0.979643765903308,288.08,0.9720101781170484
TECH,0.9449754901960784,0.6813725490196079,70.55,0.8970588235294118
MANE,0.9420382165605096,0.8980891719745223,117.29,0.9469214437367304
MKSI,0.9411324786324786,0.8974358974358975,410.31,0.97008547008547
ENLT,0.9409090909090908,0.9722222222222222,90.56,0.8333333333333334
ONTO,0.9402077151335312,0.9287833827893176,384.13,0.9703264094955488
SPGI,0.9391832229580572,0.93598233995585,414.97,0.9713024282560706
BELFA,0.9379271070615034,0.9977220956719818,293.135,0.9339407744874716
WDC,0.937596899224806,0.7829457364341085,703.62,1.0
IRDM,0.9373385012919896,0.6718346253229974,54.685,0.8552971576227391
FIZZ,0.9372131147540984,0.8590163934426229,34.94,0.7967213114754098
BLTE,0.9363905325443788,0.9881656804733728,148.34,0.9260355029585798
APD,0.933827893175074,0.9109792284866468,294.32,0.9317507418397626
RDDT,0.933259911894273,0.7775330396475771,197.42,0.9625550660792952
PVLA,0.9331722345953972,0.9933184855233852,148.21,0.9066666666666666
MAAS,0.9325757575757576,0.8813131313131313,21.24,0.7575757575757576
CHTR,0.9325163398692812,0.7843137254901961,149.66,0.8790849673202614
FROG,0.9315909428359316,0.7216035634743875,87.58,0.8555555555555555
KLIC,0.9305084745762712,0.943502824858757,121.525,0.8983050847457628
VSAT,0.9301552106430157,0.7006651884700665,89.81,0.893569844789357
PRIM,0.9290870488322716,0.7282377919320594,92.69,0.8704883227176221
LMND,0.928057318040388,0.8036117381489842,78.7,0.8806306306306306
AMKR,0.9271317829457364,0.5968992248062015,94.28,0.8914728682170543
PTCT,0.9266272189349112,0.893491124260355,78.53,0.8520710059171598
RRX,0.9266075388026608,0.8957871396895787,238.19,0.917960088691796
FDS,0.9252202643171806,0.9515418502202644,245.475,0.947136563876652
RYTM,0.9227810650887572,0.9437869822485208,95.83,0.8698224852071006
MU,0.9224264705882352,0.6666666666666666,1211.32,0.9975490196078431
DFTX,0.921656050955414,0.5923566878980892,42.13,0.8195329087048833
OUST,0.921188630490956,0.5968992248062015,52.72,0.8527131782945736
AAMI,0.9211385248664494,0.9049773755656108,79.15,0.8510158013544018
NBTX,0.9202290076335876,0.9618320610687024,41.6994,0.7048346055979644
TER,0.9201923076923076,0.7970085470085471,471.96,0.9829059829059827
NOC,0.9190064794816416,0.976241900647948,549.01,0.9697624190064796
PRAX,0.9167735042735042,0.938034188034188,327.86,0.9401709401709402
BIO,0.9162162162162162,0.9606879606879608,298.81,0.9533169533169532
GLW,0.915374677002584,0.6563307493540051,253.455,0.9612403100775194
TTAN,0.914950259836674,0.799554565701559,69.2,0.78
CBRS,0.9135658914728682,0.7054263565891473,216.56,0.9638242894056848
AXON,0.9135167464114832,0.9521531100478468,510.6,0.9808612440191388
CAT,0.9116452991452992,0.908119658119658,1057.01,0.9893162393162394
AZN,0.9109836065573772,0.8491803278688524,195.31,0.9114754098360656
EXPE,0.909447983014862,0.8768577494692145,262.15,0.961783439490446
ALGM,0.9093301435406698,0.6818181818181818,66.37,0.80622009569378
LB,0.9091116173120728,0.8906605922551253,80.605,0.8633257403189066
KRYS,0.9088757396449704,0.9940828402366864,341.66,0.9615384615384616
IBM,0.9088383838383838,0.7727272727272727,264.94,0.9318181818181818
WDFC,0.90828025477707,0.9808917197452228,244.08,0.9596602972399152
KFY,0.908080808080808,0.9292929292929292,71.72,0.7878787878787878
VMI,0.9059322033898304,1.0,568.885,0.9943502824858758
ACMR,0.905813953488372,0.8604651162790697,119.2,0.8837209302325582
INOD,0.905367231638418,0.8926553672316384,109.04,0.9265536723163842
WTS,0.9052391799544418,0.9772209567198178,392.355,0.9681093394077448
LCII,0.905125284738041,0.9111617312072892,107.325,0.7972665148063781
HOOD,0.9050295857988166,0.5,105.2,0.8994082840236687
MMYT,0.9048832271762208,0.7154989384288747,51.68,0.7707006369426752
MRNA,0.9047337278106508,0.6568047337278107,61.8,0.8816568047337278
DAVE,0.9046650717703348,0.9593301435406698,306.355,0.9330143540669856
MATX,0.9041850220264316,0.9845814977973568,203.9,0.9140969162995596
ESLT,0.9034426229508196,1.0,802.66,0.9934426229508196
IRTC,0.8999999999999999,0.9494949494949496,110.12,0.8434343434343434
RGC,0.899448123620309,0.8189845474613686,8.03,0.5916114790286976
PLBL,0.8985245901639344,0.8950819672131147,10.355,0.5508196721311476
MRVL,0.8966507177033494,0.5502392344497608,311.29,0.9760765550239234
CRWV,0.896327683615819,0.5480225988700564,115.035,0.9152542372881356
RMD,0.8963104325699746,0.8854961832061069,220.75,0.9083969465648856
TWST,0.8956284153005464,0.8907103825136612,85.815,0.8579234972677595
APP,0.8952267303102626,0.8782816229116945,569.735,0.9880668257756564
ASTH,0.8945916114790287,0.8741721854304636,49.81,0.717439293598234
ELF,0.8939890710382513,0.7650273224043715,67.96,0.7978142076502732
CRSP,0.8937704918032786,0.7213114754098361,59.39,0.780327868852459
LBRDA,0.892483660130719,0.9215686274509804,35.01,0.673202614379085
SNOW,0.8922509279881218,0.6904231625835189,248.96,0.9666666666666668
GWRE,0.8915404040404039,0.8459595959595959,109.63,0.8838383838383839
VRNS,0.8912878787878789,0.6616161616161617,35.03,0.6654040404040404
QLYS,0.8910441968070437,0.9117647058823528,158.26,0.9187358916478556
IESC,0.8908704883227176,0.9936305732484076,747.49,0.9851380042462844
VKTX,0.8906565656565656,0.6666666666666666,34.81,0.6818181818181818
UCTT,0.88980044345898,0.844789356984479,142.59,0.8758314855875832
LRCX,0.8897435897435897,0.6794871794871795,401.82,0.967948717948718
BE,0.8890522875816993,0.6830065359477124,276.145,0.9183006535947712
ALSN,0.8880494505494506,0.8956043956043956,120.68,0.8434065934065934
AXTI,0.8878742514970059,0.4431137724550898,68.08,0.8802395209580839
MPWR,0.8873614190687362,0.9933481152993348,1382.36,0.991130820399113
ENTG,0.8873205741626794,0.8253588516746412,163.02,0.8755980861244019
OMAB,0.8868421052631579,0.9784688995215312,108.94,0.7966507177033493
STX,0.8868217054263565,0.9328165374677002,976.6117,0.992248062015504
GIL,0.8865384615384615,0.8550295857988166,53.13,0.7485207100591716
THC,0.8852861035422342,0.885558583106267,207.7,0.9318801089918256
BKNG,0.8850318471337578,0.6348195329087049,181.25,0.9384288747346072
FCEL,0.88486646884273,0.3887240356083086,37.46,0.8130563798219584
MSTR,0.8847255369928402,0.4295942720763723,97.67,0.8926014319809069
SEZL,0.8843301435406699,0.9090909090909092,145.81,0.8899521531100478
TW,0.8842572062084257,0.7782705099778271,99.66,0.811529933481153
GFL,0.8837919183291644,0.5914221218961625,40.49,0.7297297297297297
FBIN,0.883204134366925,0.6640826873385013,50.765,0.7467700258397932
VECO,0.8827751196172249,0.8205741626794258,83.56,0.7631578947368421
GEV,0.8826923076923077,0.9763313609467456,1048.86,1.0
MHO,0.8820594479830148,0.951167728237792,158.83,0.921443736730361
LEU,0.8819338422391857,0.910941475826972,175.405,0.926208651399491
CHRN,0.8812874251497005,0.7964071856287425,19.44,0.5868263473053892
PLMR,0.8810279633754021,0.9844097995545658,126.32,0.8488888888888889
CRNX,0.8804535637149027,0.7278617710583153,42.23,0.7084233261339092
SIMO,0.8803827751196172,0.9330143540669856,331.94,0.937799043062201
AZO,0.8796717171717171,1.0,3046.46,0.9949494949494948
LION,0.8789617486338799,0.5792349726775956,16.22,0.6338797814207651
STEP,0.8786939623913466,0.748868778280543,43.95,0.708803611738149
DASH,0.8784688995215311,0.7583732057416268,167.975,0.9234449760765552
NRIX,0.8771498771498771,0.5921375921375921,22.405,0.6928746928746928
MRCY,0.8770509977827051,0.8869179600886918,122.33,0.8802660753880266
KLAC,0.8761640798226165,0.656319290465632,301.71,0.9445676274944568
ARGX,0.8754901960784313,0.9950980392156864,893.065,0.9803921568627452
ALGN,0.875,0.9251101321585904,181.49,0.9251101321585904
RVTY,0.8743872549019608,0.8259803921568627,112.635,0.8406862745098039
MTZ,0.874043062200957,0.9401913875598086,429.09,0.9569377990430622
ARM,0.8735645933014354,0.7679425837320574,412.32,0.9736842105263158
MTH,0.8729299363057325,0.8046709129511678,82.39,0.8450106157112527
BHVN,0.8729289940828402,0.5769230769230769,13.62,0.6331360946745562
RVMD,0.8725490196078431,0.7745098039215687,179.14,0.8700980392156863
HRI,0.8705128205128206,0.8675213675213675,153.0,0.8525641025641025
PJT,0.8704751131221721,0.9570135746606336,163.19,0.8529411764705882
RKLB,0.8704134366925065,0.4237726098191214,97.33,0.8708010335917312
VICR,0.8701550387596898,0.9612403100775194,368.035,0.9715762273901808
AGYS,0.8697649572649573,0.8760683760683761,97.51,0.7585470085470085
MORN,0.8690118782479583,0.9576837416481068,154.65,0.9155555555555556
PHM,0.868895966029724,0.7813163481953291,135.71,0.8959660297239915
MT,0.8686651583710406,0.7126696832579186,63.135,0.7364253393665159
VRTX,0.8685745140388769,0.9503239740820736,528.04,0.976241900647948
ASTS,0.8680878552971576,0.4392764857881137,85.6503,0.8785529715762274
CRL,0.8678418803418805,0.8653846153846154,212.71,0.8589743589743589
HNGE,0.8677002583979327,0.8165374677002584,84.39,0.7648578811369509
TARS,0.8673491379310345,0.8512931034482759,65.44,0.7693965517241379
AUGO,0.8654094827586206,0.8146551724137931,65.46,0.7780172413793104
LLY,0.8651541697599603,0.9732739420935412,1208.12,0.9933333333333332
