ticker,price,ma50,appearances,avg_HotScore,rule_score
ALAB,166.7949981689453,129.53320053100586,1,0.9383490867620986,4
ARW,174.89999389648438,147.3044012451172,1,0.9123732511425796,3
CAR,371.010009765625,133.12180053710938,1,0.9877996475470544,4
CRDO,134.36000061035156,112.03740020751952,1,0.9143942981261072,3
FICO,1000.9099731445312,1241.6573950195314,1,0.9507916458252876,2
NET,184.0200042724609,193.64620056152344,1,0.9102294655697596,1
ORCL,155.6199951171875,149.87110595703126,1,0.9086844785492386,3
RVMD,136.3000030517578,98.87060012817383,1,0.9766859817166728,4
SNOW,134.24000549316406,167.0450003051758,1,0.925505390420592,1
SYRE,63.27000045776367,42.04000015258789,1,0.9677764454555596,4
