ticker,price,ma50,appearances,avg_HotScore,rule_score
HOOD,87.31999969482422,75.33639999389648,1,0.8838194396437106,3
IONQ,43.25,33.07240009307861,1,0.9027670268314388,4
OKLO,63.34999847412109,59.91040000915528,1,0.8782612744092171,3
SIMO,139.02999877929688,125.41842025756836,1,0.8897216877405167,4
SYM,58.7400016784668,53.76359985351562,1,0.8753928417674455,3
TEM,56.40999984741211,50.98449981689453,1,0.905313875090208,4
TSLA,391.9500122070313,391.1015997314453,1,0.8825022843720658,3
UPST,33.36000061035156,29.08520004272461,1,0.876020287992825,3
XNDU,25.18000030517578,0.0,1,0.9656121700158417,4
YSS,39.68000030517578,25.172399978637696,1,0.8867919900532452,4
