,symbol,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
0,AAL,0.5666666666666665,0.0930232558139534,16.125,4.3028145,0.2381089594635676,70078392.0,0.7906976744186046,0.6201550387596899,0.3178294573643411,10664835072.0
1,AAOI,0.8372009569377991,0.6411483253588517,191.71,13.404321,0.9894934720732508,12738271.0,0.9904306220095692,0.6770334928229665,0.9473684210526316,15383342080.0
2,AAPL,0.7843324250681198,0.4359673024523161,307.48,4.4500327,0.7180233238960083,53586159.0,0.8092643051771117,0.779291553133515,0.9237057220708448,4516068458496.0
3,ABVX,0.9726164079822616,0.8004434589800443,133.26,38.595936,4.7795886907945295,1780072.0,1.0,0.9889135254988912,0.9822616407982262,10620093440.0
4,ACAD,0.7637359564464241,0.5924276169265034,25.32,6.7453647,4.149225241689086,1610954.0,0.82,0.9198218262806236,0.4777777777777778,4335692288.0
5,ACIW,0.8651515151515151,0.8333333333333334,45.17,5.24231,1.8773742170455567,788839.0,0.9318181818181818,0.9267676767676768,0.6565656565656566,4592052736.0
6,ACLS,0.7971291866028708,0.9354066985645934,191.415,6.270818,1.0782021353116638,690953.0,0.7607655502392344,0.7559808612440191,0.8636363636363636,5882928640.0
7,ACMR,0.905813953488372,0.8604651162790697,119.2,14.066983,1.138750243736911,1579572.0,0.9715762273901808,0.8656330749354005,0.8837209302325582,8237850624.0
8,ACN,0.839379474940334,0.6515513126491647,133.35,7.16008,0.8981343187873593,7485416.0,0.8758949880668258,0.8329355608591885,0.8806682577565632,81602478080.0
9,ADBE,0.7673076923076922,0.7262443438914027,221.0001,4.748083,0.780966508689132,6347527.0,0.8144796380090498,0.6583710407239819,0.8959276018099548,87847542784.0
10,ADPT,0.8403397027600849,0.4819532908704883,19.34,12.2461,2.2593421251148693,2333088.0,0.989384288747346,0.9596602972399152,0.5498938428874734,3095258368.0
11,AEIS,0.7947368421052632,0.9545454545454546,369.715,4.33022,1.7056902855963705,794758.0,0.5311004784688995,0.9473684210526316,0.9090909090909092,14792539136.0
12,AEM,0.7688995215311004,0.8301435406698564,171.36,5.3615355,1.189590495332252,2577260.0,0.6483253588516746,0.8397129186602871,0.8253588516746412,85686206464.0
13,AFRM,0.8011961722488038,0.6267942583732058,71.99,8.7955265,1.094328515138344,5128269.0,0.916267942583732,0.7631578947368421,0.7535885167464115,24109346816.0
14,AGI,0.7675837320574161,0.5789473684210527,37.5198,6.590334,1.3462283126480254,3506998.0,0.7894736842105263,0.901913875598086,0.5885167464114832,15757017088.0
